transaction_id,customer_id,product_id,product_price,emi_duration_months,monthly_emi,interest_rate,customer_income,customer_credit_score,existing_emi,max_affordable_emi,affordability_ratio,affordability_score,risk_level,approved,transaction_date
T00452,C0087,RT0236,12990.0,24,611.48,0.12,78845.87,778,8490.38,35053.48,0.0174,1.0,Low,True,2026-01-14
T00453,C0103,RT0440,799.0,24,36.5,0.09,32516.99,716,1336.9,11829.25,0.0031,1.0,Low,True,2026-03-11
T00454,C0190,RT0116,5499.0,18,325.21,0.08,52382.33,773,26027.26,12241.52,0.0266,1.0,Low,True,2025-10-31
T00455,C0108,RT0267,299.0,24,14.93,0.18,40368.19,825,2905.64,16672.77,0.0009,1.0,Low,True,2025-07-27
T00456,C0210,RT0005,499.0,6,86.1,0.12,63754.43,715,26053.57,11983.51,0.0072,1.0,Low,True,2025-07-06
T00457,C0470,RT0158,3299.0,6,562.73,0.08,86244.6,606,49464.94,16448.12,0.0342,1.0,Low,True,2025-07-12
T00458,C0116,RT0068,36490.0,36,1177.43,0.1,35758.96,777,7823.03,12062.1,0.0976,1.0,Low,True,2025-05-07
T00459,C0139,RT0190,10499.0,12,947.62,0.15,32455.24,686,6722.34,8425.52,0.1125,1.0,Low,True,2026-02-17
T00460,C0121,RT0008,899.0,18,54.82,0.12,15951.38,731,3091.86,4518.26,0.0121,1.0,Low,True,2025-12-29
T00461,C0213,RT0294,68378.0,12,6268.89,0.18,42760.6,749,5348.82,15770.95,0.3975,1.0,Low,True,2026-03-08
T00462,C0356,RT0308,1429.0,6,250.83,0.18,46803.37,657,8955.25,11905.01,0.0211,1.0,Low,True,2026-01-20
T00463,C0406,RT0342,14998.0,6,2573.08,0.1,30226.21,850,15119.07,7462.38,0.3448,1.0,Low,True,2025-11-06
T00464,C0322,RT0293,6722.0,6,1179.88,0.18,79530.67,742,13706.58,22913.78,0.0515,1.0,Low,True,2026-01-20
T00465,C0053,RT0174,93499.0,36,3241.17,0.15,26283.94,834,13274.96,5429.54,0.597,1.2015,Low,True,2026-02-23
T00466,C0098,RT0152,1967.0,12,171.11,0.08,59495.41,692,39508.07,9929.62,0.0172,1.0,Low,True,2025-04-27
T00467,C0291,RT0031,999.0,3,339.68,0.12,40016.77,743,10940.95,9606.93,0.0354,1.0,Low,True,2025-11-15
T00468,C0371,RT0183,93499.0,24,4533.45,0.15,34136.88,660,8940.13,11634.98,0.3896,1.0,Low,True,2025-08-04
T00469,C0469,RT0284,1077.0,9,128.82,0.18,65943.69,651,18716.11,18249.37,0.0071,1.0,Low,True,2025-08-14
T00470,C0481,RT0305,1889.0,6,331.57,0.18,35618.79,655,5281.01,10010.92,0.0331,1.0,Low,True,2025-05-08
T00471,C0273,RT0312,1289.0,36,46.6,0.18,38088.67,754,6566.75,14660.31,0.0032,1.0,Low,True,2025-08-20
T00472,C0005,RT0441,1599.0,12,139.83,0.09,40313.1,593,10997.75,9313.44,0.015,1.0,Low,True,2026-01-23
T00473,C0213,RT0187,7799.0,36,270.35,0.15,42760.6,749,5348.82,15770.95,0.0171,1.0,Low,True,2025-11-03
T00474,C0223,RT0302,799.0,24,39.89,0.18,29301.03,572,12184.6,8493.78,0.0047,1.0,Low,True,2026-02-04
T00475,C0148,RT0343,2899.0,18,174.11,0.1,55203.48,797,10640.28,18226.59,0.0096,1.0,Low,True,2025-10-30
T00476,C0156,RT0226,40990.0,18,2499.65,0.12,39931.63,848,5195.02,13087.59,0.191,1.0,Low,True,2025-06-07
T00477,C0140,RT0068,36490.0,6,6260.28,0.1,22091.47,543,12489.04,3504.26,1.7865,0.5598,Medium,True,2025-09-21
T00478,C0016,RT0187,7799.0,9,921.61,0.15,33507.73,601,6577.41,8580.55,0.1074,1.0,Low,True,2025-04-01
T00479,C0069,RT0179,24998.0,6,4350.5,0.15,31747.07,850,11263.6,6985.43,0.6228,1.1886,Low,True,2025-09-11
T00480,C0134,RT0103,3299.0,12,286.97,0.08,48253.35,659,9115.35,19378.08,0.0148,1.0,Low,True,2026-02-05
T00481,C0390,RT0436,1349.0,6,230.77,0.09,23528.51,733,3268.57,6239.3,0.037,1.0,Low,True,2025-12-17
T00482,C0032,RT0288,699.0,9,83.61,0.18,37627.34,650,10433.56,12587.83,0.0066,1.0,Low,True,2025-12-24
T00483,C0284,RT0350,23999.0,24,1107.43,0.1,24820.04,655,7148.9,5593.75,0.198,1.0,Low,True,2025-07-24
T00484,C0149,RT0126,1649.0,12,143.44,0.08,65299.32,693,21458.8,20523.53,0.007,1.0,Low,True,2025-06-30
T00485,C0201,RT0439,1099.0,36,34.95,0.09,32903.38,684,14844.09,7680.95,0.0045,1.0,Low,True,2025-11-04
T00486,C0220,RT0058,32999.0,24,1522.74,0.1,37265.13,744,3865.9,12612.65,0.1207,1.0,Low,True,2025-04-17
T00487,C0358,RT0290,899.0,36,32.5,0.18,62252.31,733,46502.63,7863.9,0.0041,1.0,Low,True,2025-11-08
T00488,C0242,RT0168,20498.0,6,3567.35,0.15,23524.07,798,6859.33,7237.43,0.4929,1.0,Low,True,2025-07-07
T00489,C0162,RT0272,499.0,3,171.35,0.18,20843.56,593,861.19,6895.18,0.0249,1.0,Low,True,2026-02-03
T00490,C0400,RT0046,32999.0,36,1064.78,0.1,25059.5,609,12939.92,5450.44,0.1954,1.0,Low,True,2025-06-08
T00491,C0223,RT0264,299.0,18,19.08,0.18,29301.03,572,12184.6,8493.78,0.0022,1.0,Low,True,2025-10-25
T00492,C0322,RT0380,1199.0,3,406.35,0.1,79530.67,742,13706.58,22913.78,0.0177,1.0,Low,True,2025-08-11
T00493,C0388,RT0017,1699.0,18,103.61,0.12,28741.26,680,8492.71,9756.57,0.0106,1.0,Low,True,2025-04-12
T00494,C0364,RT0218,50019.0,24,2354.57,0.12,29162.15,614,12566.91,5249.32,0.4485,1.0,Low,True,2026-01-14
T00495,C0337,RT0210,21990.0,12,1953.78,0.12,103055.56,671,15648.66,27726.03,0.0705,1.0,Low,True,2025-06-03
T00496,C0180,RT0114,4849.0,24,219.31,0.08,28751.59,719,10324.42,7435.17,0.0295,1.0,Low,True,2025-09-24
T00497,C0256,RT0077,17990.0,12,1581.61,0.1,42829.81,594,12195.72,15027.96,0.1052,1.0,Low,True,2026-01-01
T00498,C0062,RT0152,1967.0,18,116.33,0.08,38093.93,666,7082.26,10244.24,0.0114,1.0,Low,True,2025-06-09
T00499,C0237,RT0372,279.0,9,32.31,0.1,27469.98,735,8755.04,7038.76,0.0046,1.0,Low,True,2025-04-23
T00500,C0195,RT0437,1489.0,36,47.35,0.09,34418.48,574,3608.02,13938.05,0.0034,1.0,Low,True,2025-09-10
T00501,C0300,RT0040,1799.0,18,109.71,0.12,54850.93,769,21640.83,15838.48,0.0069,1.0,Low,False,2026-01-10
T00502,C0294,RT0391,999.0,6,171.39,0.1,37352.99,795,8761.01,8861.31,0.0193,1.0,Low,True,2025-05-28
T00503,C0343,RT0192,9498.0,12,857.27,0.15,34936.18,816,22009.58,4298.51,0.1994,1.0,Low,True,2025-04-28
T00504,C0245,RT0084,17790.0,3,6029.11,0.1,25314.46,656,3375.14,6648.1,0.9069,1.0466,Low,True,2025-11-25
T00505,C0245,RT0161,6589.0,12,573.17,0.08,25314.46,656,3375.14,6648.1,0.0862,1.0,Low,True,2026-03-04
T00506,C0272,RT0166,7789.0,18,485.92,0.15,49460.88,656,14785.65,10636.12,0.0457,1.0,Low,True,2025-10-02
T00507,C0101,RT0336,12990.0,6,2228.58,0.1,38717.7,767,7343.22,11875.2,0.1877,1.0,Low,True,2026-02-25
T00508,C0254,RT0408,1699.0,24,77.62,0.09,39819.98,546,13188.27,12061.18,0.0064,1.0,Low,True,2026-02-07
T00509,C0138,RT0026,798.0,24,37.56,0.12,16862.55,739,12568.58,1643.85,0.0229,1.0,Low,True,2026-03-03
T00510,C0358,RT0367,199.0,18,11.95,0.1,62252.31,733,46502.63,7863.9,0.0015,1.0,Low,True,2025-05-19
T00511,C0089,RT0200,28679.0,3,9799.65,0.15,73884.04,633,30732.13,18062.87,0.5425,1.2287,Low,True,2025-12-18
T00512,C0224,RT0265,679.0,36,24.55,0.18,39282.22,701,5617.31,11764.81,0.0021,1.0,Low,True,2025-11-10
T00513,C0426,RT0390,349.0,18,20.96,0.1,45701.68,593,13076.02,10418.64,0.002,1.0,Low,True,2026-03-09
T00514,C0153,RT0310,2249.0,12,206.19,0.18,29738.03,654,11379.34,5745.73,0.0359,1.0,Low,True,2025-05-19
T00515,C0217,RT0158,3299.0,18,195.1,0.08,45217.43,753,11932.61,12302.7,0.0159,1.0,Low,True,2025-10-28
T00516,C0219,RT0001,3799.0,12,337.54,0.12,34488.2,685,15546.12,7067.97,0.0478,1.0,Low,True,2025-11-29
T00517,C0294,RT0158,3299.0,12,286.97,0.08,37352.99,795,8761.01,8861.31,0.0324,1.0,Low,True,2025-10-30
T00518,C0217,RT0277,399.0,3,137.01,0.18,45217.43,753,11932.61,12302.7,0.0111,1.0,Low,True,2025-12-18
T00519,C0311,RT0073,11490.0,6,1971.24,0.1,23661.72,676,4867.09,8387.99,0.235,1.0,Low,True,2025-04-23
T00520,C0183,RT0369,180.0,9,20.84,0.1,26745.34,665,4812.3,9259.16,0.0023,1.0,Low,False,2025-11-16
T00521,C0058,RT0156,10694.0,18,632.45,0.08,16228.06,653,8645.39,2989.96,0.2115,1.0,Low,True,2026-03-12
T00522,C0292,RT0003,749.0,3,254.68,0.12,54971.21,647,22220.62,10837.12,0.0235,1.0,Low,True,2025-11-16
T00523,C0268,RT0017,1699.0,6,293.16,0.12,37370.81,737,9894.71,13128.78,0.0223,1.0,Low,True,2025-07-04
T00524,C0283,RT0436,1349.0,12,117.97,0.09,35211.14,769,8995.82,9209.25,0.0128,1.0,Low,False,2025-07-03
T00525,C0204,RT0168,20498.0,36,710.57,0.15,26986.17,629,8410.55,6868.6,0.1035,1.0,Low,True,2025-12-13
T00526,C0012,RT0411,1449.0,3,490.26,0.09,43163.87,713,13365.16,11903.08,0.0412,1.0,Low,True,2026-02-07
T00527,C0230,RT0136,219.0,6,37.36,0.08,58626.44,820,4732.56,19742.03,0.0019,1.0,Low,True,2025-10-07
T00528,C0205,RT0375,589.0,36,19.01,0.1,14089.61,700,2257.89,4502.85,0.0042,1.0,Low,True,2025-10-09
T00529,C0089,RT0030,3989.0,12,354.42,0.12,73884.04,633,30732.13,18062.87,0.0196,1.0,Low,True,2025-05-13
T00530,C0156,RT0184,134900.0,36,4676.35,0.15,39931.63,848,5195.02,13087.59,0.3573,1.0,Low,True,2025-11-09
T00531,C0402,RT0285,449.0,6,78.81,0.18,52909.66,714,19890.43,14989.06,0.0053,1.0,Low,True,2025-08-19
T00532,C0302,RT0271,469.0,6,82.32,0.18,35195.3,762,1582.26,15011.58,0.0055,1.0,Low,True,2026-02-14
T00533,C0171,RT0043,1499.0,18,91.41,0.12,21954.53,805,5565.63,6015.41,0.0152,1.0,Low,True,2025-09-03
T00534,C0191,RT0183,93499.0,18,5832.92,0.15,54000.27,804,5307.11,18800.71,0.3102,1.0,Low,True,2025-12-23
T00535,C0118,RT0007,1449.0,36,48.13,0.12,52090.25,803,12450.71,14797.14,0.0033,1.0,Low,True,2025-06-06
T00536,C0337,RT0032,1499.0,6,258.65,0.12,103055.56,671,15648.66,27726.03,0.0093,1.0,Low,True,2025-08-19
T00537,C0015,RT0349,12499.0,24,576.77,0.1,16725.14,615,4638.02,4450.64,0.1296,1.0,Low,True,2025-06-22
T00538,C0098,RT0193,29999.0,3,10250.69,0.15,59495.41,692,39508.07,9929.62,1.0323,0.9687,Low,True,2025-10-16
T00539,C0195,RT0121,4960.0,36,155.43,0.08,34418.48,574,3608.02,13938.05,0.0112,1.0,Low,True,2025-12-06
T00540,C0230,RT0281,359.0,6,63.01,0.18,58626.44,820,4732.56,19742.03,0.0032,1.0,Low,True,2025-08-18
T00541,C0329,RT0358,999.0,9,115.68,0.1,19144.53,780,1022.8,5688.03,0.0203,1.0,Low,False,2025-08-30
T00542,C0203,RT0236,12990.0,36,431.45,0.12,58487.16,758,17595.76,17653.15,0.0244,1.0,Low,True,2025-05-30
T00543,C0139,RT0196,93499.0,12,8439.06,0.15,32455.24,686,6722.34,8425.52,1.0016,0.9984,Low,True,2025-11-30
T00544,C0145,RT0079,5044.05,6,865.36,0.1,52024.84,804,6425.53,20744.35,0.0417,1.0,Low,True,2026-02-12
T00545,C0304,RT0088,62990.0,24,2906.67,0.1,21719.2,711,3524.28,5834.25,0.4982,1.0,Low,False,2025-08-31
T00546,C0222,RT0282,679.0,36,24.55,0.18,33593.55,671,4977.17,8836.16,0.0028,1.0,Low,True,2026-02-16
T00547,C0233,RT0346,2995.0,6,513.83,0.1,21086.26,754,2589.05,6752.58,0.0761,1.0,Low,True,2025-11-19
T00548,C0195,RT0203,24998.0,36,866.56,0.15,34418.48,574,3608.02,13938.05,0.0622,1.0,Low,True,2025-04-03
T00549,C0058,RT0072,15490.0,12,1361.82,0.1,16228.06,653,8645.39,2989.96,0.4555,1.0,Low,True,2025-06-15
T00550,C0471,RT0181,9599.0,12,866.39,0.15,46380.17,782,7238.28,16334.71,0.053,1.0,Low,True,2026-02-07
T00551,C0234,RT0438,425.0,36,13.51,0.09,64011.1,679,6813.7,18056.71,0.0007,1.0,Low,True,2025-04-29
T00552,C0178,RT0304,799.0,12,73.25,0.18,29934.34,675,17880.42,5407.85,0.0135,1.0,Low,True,2025-08-13
T00553,C0119,RT0082,15990.0,36,515.95,0.1,36599.49,675,4532.47,13905.62,0.0371,1.0,Low,True,2025-09-05
T00554,C0365,RT0332,2899.0,6,497.36,0.1,25646.25,799,3290.48,10877.21,0.0457,1.0,Low,True,2025-11-16
T00555,C0251,RT0247,15990.0,6,2759.05,0.12,27172.84,739,13897.18,5955.15,0.4633,1.0,Low,True,2026-01-10
T00556,C0190,RT0332,2899.0,18,174.11,0.1,52382.33,773,26027.26,12241.52,0.0142,1.0,Low,True,2025-09-18
T00557,C0388,RT0051,27990.0,3,9485.93,0.1,28741.26,680,8492.71,9756.57,0.9723,1.0139,Low,True,2026-02-15
T00558,C0242,RT0336,12990.0,18,780.14,0.1,23524.07,798,6859.33,7237.43,0.1078,1.0,Low,True,2025-03-17
T00559,C0412,RT0214,52742.0,9,6157.12,0.12,31629.33,717,3921.18,11807.94,0.5214,1.2393,Low,False,2025-09-07
T00560,C0130,RT0343,2899.0,24,133.77,0.1,22983.24,826,3419.81,6787.11,0.0197,1.0,Low,True,2026-02-26
T00561,C0353,RT0182,15435.0,24,748.39,0.15,39275.13,714,4421.14,11640.45,0.0643,1.0,Low,True,2025-09-07
T00562,C0381,RT0298,699.0,3,240.02,0.18,30173.18,642,9883.95,7833.82,0.0306,1.0,Low,True,2025-11-19
T00563,C0030,RT0034,1499.0,3,509.69,0.12,34456.08,585,15115.34,6075.19,0.0839,1.0,Low,False,2025-10-19
T00564,C0398,RT0283,374.0,24,18.67,0.18,15757.41,742,2963.44,4947.93,0.0038,1.0,Low,True,2025-07-09
T00565,C0171,RT0180,18695.0,9,2209.2,0.15,21954.53,805,5565.63,6015.41,0.3673,1.0,Low,True,2025-11-28
T00566,C0410,RT0375,589.0,9,68.2,0.1,120016.33,692,10095.53,44076.29,0.0015,1.0,Low,True,2025-07-24
T00567,C0005,RT0202,8249.0,9,974.79,0.15,40313.1,593,10997.75,9313.44,0.1047,1.0,Low,True,2025-07-23
T00568,C0029,RT0077,17990.0,3,6096.89,0.1,45338.4,625,18114.83,10336.82,0.5898,1.2051,Low,True,2025-08-28
T00569,C0263,RT0426,549.0,3,185.75,0.09,41786.07,729,25244.92,6455.33,0.0288,1.0,Low,True,2025-11-13
T00570,C0062,RT0373,499.0,12,43.87,0.1,38093.93,666,7082.26,10244.24,0.0043,1.0,Low,True,2025-06-23
T00571,C0096,RT0390,349.0,12,30.68,0.1,44545.04,578,7075.48,11406.66,0.0027,1.0,Low,True,2025-04-22
T00572,C0040,RT0398,1399.0,12,122.99,0.1,37965.63,701,13680.8,10342.42,0.0119,1.0,Low,True,2025-05-12
T00573,C0318,RT0185,229900.0,6,40010.37,0.15,30351.98,685,8379.21,8339.48,4.7977,0.2084,High,False,2026-01-27
T00574,C0441,RT0214,52742.0,6,9100.55,0.12,60051.77,626,20668.47,14130.07,0.6441,1.178,Low,True,2025-10-16
T00575,C0464,RT0246,31890.0,18,1944.72,0.12,15349.35,785,2059.41,4165.82,0.4668,1.0,Low,True,2025-08-29
T00576,C0363,RT0197,7999.0,24,387.84,0.15,40722.55,717,10580.83,12491.47,0.031,1.0,Low,True,2025-05-19
T00577,C0418,RT0256,284.0,3,97.52,0.18,37792.97,683,19513.93,6491.13,0.015,1.0,Low,True,2025-03-27
T00578,C0136,RT0421,775.0,36,24.64,0.09,46811.25,555,11622.5,12077.05,0.002,1.0,Low,True,2025-10-28
T00579,C0442,RT0385,299.0,24,13.8,0.1,62439.94,733,47239.91,7262.58,0.0019,1.0,Low,True,2025-07-31
T00580,C0052,RT0210,21990.0,9,2567.12,0.12,19652.76,724,11035.11,3503.28,0.7328,1.1336,Low,True,2025-04-22
T00581,C0408,RT0158,3299.0,24,149.2,0.08,27974.44,689,8415.92,7224.93,0.0207,1.0,Low,True,2025-12-09
T00582,C0025,RT0313,1177.0,24,58.76,0.18,51181.33,662,14444.05,15597.84,0.0038,1.0,Low,True,2025-12-28
T00583,C0351,RT0183,93499.0,6,16271.99,0.15,38967.82,755,7385.81,10752.37,1.5133,0.6608,Medium,False,2025-06-12
T00584,C0399,RT0327,3699.0,18,222.15,0.1,48595.47,745,15581.75,10242.6,0.0217,1.0,Low,True,2025-06-27
T00585,C0400,RT0377,599.0,9,69.36,0.1,25059.5,609,12939.92,5450.44,0.0127,1.0,Low,True,2025-06-09
T00586,C0047,RT0011,649.0,12,57.66,0.12,61649.0,605,36094.23,10845.89,0.0053,1.0,Low,True,2026-01-19
T00587,C0260,RT0232,11990.0,18,731.17,0.12,16922.34,850,2885.07,6182.43,0.1183,1.0,Low,True,2025-06-07
T00588,C0073,RT0204,14200.0,6,2471.28,0.15,21151.55,747,8561.13,5835.52,0.4235,1.0,Low,True,2025-11-22
T00589,C0034,RT0367,199.0,6,34.14,0.1,25461.84,683,4023.59,6873.63,0.005,1.0,Low,True,2025-09-15
T00590,C0222,RT0439,1099.0,24,50.21,0.09,33593.55,671,4977.17,8836.16,0.0057,1.0,Low,True,2025-12-17
T00591,C0050,RT0356,4699.0,3,1592.51,0.1,30955.93,617,9080.07,6734.76,0.2365,1.0,Low,True,2025-04-21
T00592,C0272,RT0191,12998.0,9,1535.98,0.15,49460.88,656,14785.65,10636.12,0.1444,1.0,Low,True,2025-06-13
T00593,C0009,RT0180,18695.0,3,6388.1,0.15,35670.77,490,20394.39,7355.78,0.8684,1.0658,Low,True,2025-11-27
T00594,C0338,RT0014,1499.0,24,70.56,0.12,26341.55,720,10009.67,7151.11,0.0099,1.0,Low,True,2025-12-03
T00595,C0436,RT0411,1449.0,9,167.1,0.09,16535.67,692,855.03,5993.5,0.0279,1.0,Low,True,2025-10-19
T00596,C0385,RT0093,5399.0,18,319.3,0.08,50632.62,780,14591.34,11303.89,0.0282,1.0,Low,False,2025-09-07
T00597,C0292,RT0312,1289.0,24,64.35,0.18,54971.21,647,22220.62,10837.12,0.0059,1.0,Low,True,2025-04-09
T00598,C0082,RT0197,7999.0,9,945.25,0.15,38553.53,567,11881.21,12885.33,0.0734,1.0,Low,True,2025-11-26
T00599,C0101,RT0035,749.0,24,35.26,0.12,38717.7,767,7343.22,11875.2,0.003,1.0,Low,True,2025-12-09
T00600,C0417,RT0025,1499.0,9,174.99,0.12,38429.1,671,4675.08,10358.64,0.0169,1.0,Low,True,2025-08-20
T00601,C0405,RT0194,15499.0,36,537.28,0.15,23929.3,549,5933.76,7987.3,0.0673,1.0,Low,True,2026-03-10
T00602,C0377,RT0423,529.0,9,61.0,0.09,61857.34,626,6231.07,18237.12,0.0033,1.0,Low,True,2025-11-11
T00603,C0236,RT0128,6799.0,3,2296.62,0.08,54267.59,771,6342.01,21365.04,0.1075,1.0,Low,True,2025-05-18
T00604,C0078,RT0090,11489.0,9,1319.48,0.08,54355.26,639,16722.78,16701.64,0.079,1.0,Low,True,2025-11-01
T00605,C0418,RT0129,2178.0,3,735.7,0.08,37792.97,683,19513.93,6491.13,0.1133,1.0,Low,True,2025-07-10
T00606,C0073,RT0380,1199.0,12,105.41,0.1,21151.55,747,8561.13,5835.52,0.0181,1.0,Low,True,2025-10-12
T00607,C0247,RT0212,55490.0,6,9574.71,0.12,47845.78,731,6456.3,17242.24,0.5553,1.2223,Low,True,2025-07-22
T00608,C0405,RT0051,27990.0,6,4802.0,0.1,23929.3,549,5933.76,7987.3,0.6012,1.1994,Low,True,2025-05-26
T00609,C0495,RT0434,999.0,9,115.2,0.09,27868.9,681,6361.54,6722.8,0.0171,1.0,Low,True,2025-12-31
T00610,C0016,RT0179,24998.0,9,2954.03,0.15,33507.73,601,6577.41,8580.55,0.3443,1.0,Low,True,2026-01-03
T00611,C0128,RT0287,299.0,12,27.41,0.18,20944.06,653,4510.26,7069.42,0.0039,1.0,Low,True,2026-01-31
T00612,C0230,RT0204,14200.0,24,688.51,0.15,58626.44,820,4732.56,19742.03,0.0349,1.0,Low,True,2025-09-08
T00613,C0171,RT0436,1349.0,9,155.57,0.09,21954.53,805,5565.63,6015.41,0.0259,1.0,Low,True,2025-06-05
T00614,C0143,RT0119,7889.0,3,2664.81,0.08,79281.14,707,27494.03,15661.55,0.1701,1.0,Low,True,2025-06-13
T00615,C0317,RT0406,1499.0,3,507.18,0.09,41181.19,727,10366.07,11830.71,0.0429,1.0,Low,True,2025-07-05
T00616,C0297,RT0262,802.0,36,28.99,0.18,69420.39,715,38729.5,14413.11,0.002,1.0,Low,True,2025-08-20
T00617,C0040,RT0072,15490.0,9,1793.62,0.1,37965.63,701,13680.8,10342.42,0.1734,1.0,Low,True,2026-02-18
T00618,C0323,RT0287,299.0,12,27.41,0.18,24928.88,794,10383.11,5151.08,0.0053,1.0,Low,True,2026-02-07
T00619,C0078,RT0164,102900.0,18,6419.39,0.15,54355.26,639,16722.78,16701.64,0.3844,1.0,Low,True,2026-01-02
T00620,C0316,RT0379,314.0,12,27.61,0.1,11800.87,673,2190.25,3638.78,0.0076,1.0,Low,True,2025-04-13
T00621,C0309,RT0136,219.0,6,37.36,0.08,22222.33,627,5504.1,6856.69,0.0054,1.0,Low,True,2025-05-17
T00622,C0273,RT0015,298.0,36,9.9,0.12,38088.67,754,6566.75,14660.31,0.0007,1.0,Low,True,2026-01-10
T00623,C0436,RT0439,1099.0,36,34.95,0.09,16535.67,692,855.03,5993.5,0.0058,1.0,Low,True,2026-01-23
T00624,C0054,RT0384,1999.0,3,677.47,0.1,36255.71,589,21205.92,4975.04,0.1362,1.0,Low,True,2025-10-18
T00625,C0362,RT0416,1999.0,18,119.14,0.09,17376.63,709,6776.74,4347.08,0.0274,1.0,Low,False,2025-11-24
T00626,C0351,RT0245,76990.0,12,6840.47,0.12,38967.82,755,7385.81,10752.37,0.6362,1.1819,Low,True,2026-01-18
T00627,C0430,RT0157,2399.0,3,810.35,0.08,33528.71,767,9423.56,8473.6,0.0956,1.0,Low,True,2025-11-29
T00628,C0362,RT0267,299.0,3,102.67,0.18,17376.63,709,6776.74,4347.08,0.0236,1.0,Low,True,2025-12-01
T00629,C0098,RT0022,1599.0,18,97.51,0.12,59495.41,692,39508.07,9929.62,0.0098,1.0,Low,True,2025-12-22
T00630,C0216,RT0414,2779.0,36,88.37,0.09,20600.94,762,5868.96,6415.9,0.0138,1.0,Low,True,2026-02-13
T00631,C0311,RT0374,1699.0,6,291.48,0.1,23661.72,676,4867.09,8387.99,0.0348,1.0,Low,True,2025-08-29
T00632,C0472,RT0144,4799.0,24,217.05,0.08,83064.87,833,14820.08,23704.42,0.0092,1.0,Low,False,2025-09-26
T00633,C0023,RT0175,13999.0,36,485.28,0.15,62412.8,589,7445.47,22111.62,0.0219,1.0,Low,True,2025-06-01
T00634,C0175,RT0074,25690.0,24,1185.46,0.1,43274.34,750,17393.15,8338.86,0.1422,1.0,Low,True,2025-06-25
T00635,C0220,RT0283,374.0,6,65.65,0.18,37265.13,744,3865.9,12612.65,0.0052,1.0,Low,True,2025-08-30
T00636,C0052,RT0326,2899.0,6,497.36,0.1,19652.76,724,11035.11,3503.28,0.142,1.0,Low,True,2025-11-25
T00637,C0423,RT0245,76990.0,12,6840.47,0.12,36357.07,482,9401.82,12746.42,0.5367,1.2317,Low,True,2025-04-11
T00638,C0069,RT0057,24990.0,6,4287.32,0.1,31747.07,850,11263.6,6985.43,0.6138,1.1931,Low,True,2025-06-28
T00639,C0258,RT0189,9599.0,12,866.39,0.15,55464.5,625,25395.64,10014.64,0.0865,1.0,Low,True,2025-06-01
T00640,C0099,RT0270,299.0,9,35.76,0.18,19423.33,693,7834.41,5263.51,0.0068,1.0,Low,True,2025-11-05
T00641,C0453,RT0170,19999.0,24,969.68,0.15,27425.3,573,4235.11,7380.76,0.1314,1.0,Low,True,2025-12-09
T00642,C0485,RT0099,4499.0,3,1519.71,0.08,44684.7,633,17597.04,8674.36,0.1752,1.0,Low,True,2025-05-26
T00643,C0044,RT0034,1499.0,3,509.69,0.12,20980.05,652,5449.72,7298.16,0.0698,1.0,Low,True,2025-08-08
T00644,C0130,RT0145,1999.0,3,675.24,0.08,22983.24,826,3419.81,6787.11,0.0995,1.0,Low,True,2025-08-10
T00645,C0072,RT0318,849.0,18,54.17,0.18,24677.98,739,1906.61,10120.81,0.0054,1.0,Low,True,2026-01-15
T00646,C0263,RT0379,314.0,12,27.61,0.1,41786.07,729,25244.92,6455.33,0.0043,1.0,Low,True,2025-07-31
T00647,C0129,RT0024,2699.0,9,315.08,0.12,16681.44,850,2082.87,7175.56,0.0439,1.0,Low,True,2026-01-01
T00648,C0014,RT0355,899.0,12,79.04,0.1,36181.74,587,6709.79,10732.39,0.0074,1.0,Low,True,2025-08-27
T00649,C0206,RT0226,40990.0,36,1361.45,0.12,37845.08,684,17674.35,10000.57,0.1361,1.0,Low,True,2025-04-24
T00650,C0221,RT0097,3289.0,6,561.03,0.08,32305.41,778,11916.32,8276.58,0.0678,1.0,Low,True,2025-03-23
T00651,C0082,RT0160,1899.0,24,85.89,0.08,38553.53,567,11881.21,12885.33,0.0067,1.0,Low,True,2025-06-24
T00652,C0149,RT0207,83990.0,18,5121.88,0.12,65299.32,693,21458.8,20523.53,0.2496,1.0,Low,True,2025-12-13
T00653,C0060,RT0436,1349.0,24,61.63,0.09,38440.42,850,16677.6,8440.21,0.0073,1.0,Low,True,2026-01-21
T00654,C0355,RT0381,569.0,9,65.89,0.1,30313.39,619,5491.44,9012.17,0.0073,1.0,Low,True,2025-04-30
T00655,C0068,RT0096,3999.0,3,1350.81,0.08,11380.21,579,2847.86,4120.86,0.3278,1.0,Low,True,2025-07-13
T00656,C0289,RT0190,10499.0,3,3587.52,0.15,33539.44,723,6214.02,9759.04,0.3676,1.0,Low,True,2025-05-08
T00657,C0463,RT0204,14200.0,12,1281.67,0.15,27570.71,795,2359.29,11499.93,0.1115,1.0,Low,True,2025-09-25
T00658,C0324,RT0163,229900.0,3,78557.1,0.15,49149.0,784,7177.57,16179.87,4.8552,0.206,High,False,2025-09-07
T00659,C0421,RT0276,649.0,12,59.5,0.18,24620.0,674,2506.14,6887.99,0.0086,1.0,Low,True,2025-08-16
T00660,C0291,RT0211,34999.0,18,2134.31,0.12,40016.77,743,10940.95,9606.93,0.2222,1.0,Low,True,2026-02-12
T00661,C0133,RT0305,1889.0,6,331.57,0.18,46816.72,699,8190.04,17903.08,0.0185,1.0,Low,True,2026-02-22
