product_id,product_name,category,original_price,discount_percent,final_price,rating,num_reviews,interest_rate,in_stock,product_url,image_url,platform
RT0097,Furniture Product,Furniture,3654.44,10,3289.0,4.0,711,0.08,True,https://www.amazon.in/Green-Ergonomic-Comfortable-Rocking-tilt-Mechanism/dp/B08SC4TNFC/ref=sr_1_9?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-9,https://m.media-amazon.com/images/I/81BJhLA+M0L._AC_UL320_.jpg,Amazon
RT0098,Furniture Product,Furniture,7602.82,29,5398.0,4.3,3208,0.08,True,https://www.amazon.in/CELLBELL-C190-Berlin-Office-Ergonomic/dp/B0CRVNPS3Y/ref=sr_1_10?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-10,https://m.media-amazon.com/images/I/71IId1vqUxL._AC_UL320_.jpg,Amazon
RT0099,Furniture Product,Furniture,5355.95,16,4499.0,5.0,1702,0.08,True,https://www.amazon.in/URBAN%C2%AE-AeroFlex-Ergonomic-Warranty-Mechanism/dp/B0GG4BPJ4N/ref=sr_1_11?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-11,https://m.media-amazon.com/images/I/7174EWwl3NL._AC_UL320_.jpg,Amazon
RT0100,Furniture Product,Furniture,4385.33,25,3289.0,4.0,4398,0.08,True,https://www.amazon.in/Green-Ergonomic-Comfortable-Spacious-Mechanism/dp/B0CW6F2RMS/ref=sr_1_12?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-12,https://m.media-amazon.com/images/I/81+OnR+DITL._AC_UL320_.jpg,Amazon
RT0101,Furniture Product,Furniture,4267.07,18,3499.0,3.9,2999,0.08,True,https://www.amazon.in/URBAN%C2%AE-Dysen-Ergonomic-Warranty-Mechanism/dp/B0DWFR85ZJ/ref=sr_1_13?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-13,https://m.media-amazon.com/images/I/71LAUP44zUL._AC_UL320_.jpg,Amazon
RT0102,Furniture Product,Furniture,4748.65,26,3514.0,5.0,2284,0.08,True,https://www.amazon.in/Casa-Copenhagen-Ergonomic-Adjustable-Comfortable/dp/B0GQZNS8SQ/ref=sr_1_14?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-14,https://m.media-amazon.com/images/I/71Tx7NNwwDL._AC_UL320_.jpg,Amazon
RT0103,Furniture Product,Furniture,4229.49,22,3299.0,4.1,4489,0.08,True,https://www.amazon.in/CELLBELL%C2%AE-C104-Ergonomic-Revolving-Adjustable/dp/B09MKPH16K/ref=sr_1_15?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-15,https://m.media-amazon.com/images/I/61KnZDUy-iL._AC_UL320_.jpg,Amazon
RT0104,Furniture Product,Furniture,3391.67,16,2849.0,1.7,1777,0.08,True,https://www.amazon.in/Casa-Copenhagen-Computer-Revolving-Adjustable/dp/B0GKNQ9GTD/ref=sr_1_16?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-16,https://m.media-amazon.com/images/I/81vS-TgIcLL._AC_UL320_.jpg,Amazon
RT0105,Furniture Product,Furniture,6102.6,23,4699.0,3.8,2833,0.08,True,https://www.amazon.in/IAFA-FURNITURE%C2%AE-Ergonomic-Warranty-Adjustable/dp/B0GFN1LNN7/ref=sr_1_17?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-17,https://m.media-amazon.com/images/I/61yQ0tyAyiL._AC_UL320_.jpg,Amazon
RT0106,Furniture Product,Furniture,9572.34,6,8998.0,4.5,1668,0.08,True,https://www.amazon.in/Ergonomic-Premium-Adjustable-Computer-LightGrey/dp/B0F9X7Z16M/ref=sr_1_18?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-18,https://m.media-amazon.com/images/I/71UfggX4VML._AC_UL320_.jpg,Amazon
RT0107,Furniture Product,Furniture,3594.38,11,3199.0,4.2,1593,0.08,True,https://www.amazon.in/ASTRIDE-Airsense-Office-Adjustable-Revolving/dp/B0DRGN9FG2/ref=sr_1_19?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-19,https://m.media-amazon.com/images/I/71lmAvwypqL._AC_UL320_.jpg,Amazon
RT0108,Furniture Product,Furniture,7489.13,8,6890.0,4.3,4951,0.08,True,https://www.amazon.in/Green-Soul-Kiev-Orthopedic-Leatherette/dp/B0DPQNKLXG/ref=sr_1_20?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-20,https://m.media-amazon.com/images/I/81IczGdJEJL._AC_UL320_.jpg,Amazon
RT0109,Furniture Product,Furniture,16868.83,23,12989.0,4.2,2666,0.08,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTQxMTk3OTMyNjYzOTM4OjE3NzMyODk3NDU6c3BfbXRmOjMwMDUyNzk2ODg0MDEzMjo6MDo6&url=%2FGreen-Soul-Ergonomic-Intelli-Adapt-Adjustable%2Fdp%2FB0DV5G7SD6%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38%26dib_tag%3Dse%26keywords%3Doffice%2Bchair%26qid%3D1773289744%26sr%3D8-21-spons%26aref%3DkCZ8bdhcpw%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=kCZ8bdhcpw&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71Hk4x14HrL._AC_UL320_.jpg,Amazon
RT0110,Furniture Product,Furniture,36669.33,15,31168.93,4.2,979,0.08,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTQxMTk3OTMyNjYzOTM4OjE3NzMyODk3NDU6c3BfbXRmOjMwMDk1MDA0NzgxMTYzMjo6MDo6&url=%2FSleep-Company-Stylux-Chair-Technology%2Fdp%2FB0BSH1W86F%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38%26dib_tag%3Dse%26keywords%3Doffice%2Bchair%26qid%3D1773289744%26sr%3D8-22-spons%26aref%3DtyAMqQOoqS%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=tyAMqQOoqS&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71pc7uwiJbL._AC_UL320_.jpg,Amazon
RT0111,Furniture Product,Furniture,18059.04,17,14989.0,5.0,3501,0.08,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTQxMTk3OTMyNjYzOTM4OjE3NzMyODk3NDU6c3BfbXRmOjMwMDgxNDk3OTg4NDQzMjo6MDo6&url=%2FDROGO-Ergonomic-Headrest-Computer-Footrest%2Fdp%2FB0FYPPRQ9M%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38%26dib_tag%3Dse%26keywords%3Doffice%2Bchair%26qid%3D1773289744%26sr%3D8-23-spons%26aref%3DeaIJm13vKm%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=eaIJm13vKm&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71yMkKy6-dL._AC_UL320_.jpg,Amazon
RT0112,Furniture Product,Furniture,33673.68,5,31990.0,4.3,3633,0.08,True,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTQxMTk3OTMyNjYzOTM4OjE3NzMyODk3NDU6c3BfbXRmOjMwMDg5MDYyNzU1NjkzMjo6MDo6&url=%2FDROGO-Ergonomic-Adaptive-Footrest-Adjustable%2Fdp%2FB0DMKD1H99%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38%26dib_tag%3Dse%26keywords%3Doffice%2Bchair%26qid%3D1773289744%26sr%3D8-24-spons%26aref%3D21VCumBqao%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=21VCumBqao&sp_cr=ZAZ,https://m.media-amazon.com/images/I/71iywpzEj3L._AC_UL320_.jpg,Amazon
RT0113,Furniture Product,Furniture,6854.29,30,4798.0,4.2,254,0.08,True,https://www.amazon.in/ASTRIDE-Ergonomic-Adjustable-Mechanism-Grey-White/dp/B0DPCP2LC6/ref=sr_1_25?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-25,https://m.media-amazon.com/images/I/81Yf4f2t8qL._AC_UL320_.jpg,Amazon
RT0114,Furniture Product,Furniture,5104.21,5,4849.0,3.6,898,0.08,True,https://www.amazon.in/ANANDRISHTI-Executive-Ergonomic-Adjustable-Armrests/dp/B0FMHRG5DH/ref=sr_1_26?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-26,https://m.media-amazon.com/images/I/51+lZE65mIL._AC_UL320_.jpg,Amazon
RT0115,Furniture Product,Furniture,6830.53,5,6489.0,4.1,4833,0.08,True,https://www.amazon.in/Green-Soul-Ergonomic-Adjustable-White/dp/B0D473ZDPH/ref=sr_1_27?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-27,https://m.media-amazon.com/images/I/81sM+vIPhBL._AC_UL320_.jpg,Amazon
RT0116,Furniture Product,Furniture,6960.76,21,5499.0,4.5,868,0.08,True,https://www.amazon.in/activa-Leatherette-Comfortable-White-Grey/dp/B0GF8BDG7F/ref=sr_1_28?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-28,https://m.media-amazon.com/images/I/51TN-zhIiZL._AC_UL320_.jpg,Amazon
RT0117,Furniture Product,Furniture,4171.27,25,3128.45,3.6,4290,0.08,True,https://www.amazon.in/IAFA-Diego-Adjustable-Mechanism-Grey/dp/B0D2XYB6VX/ref=sr_1_29?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-29,https://m.media-amazon.com/images/I/71CtbzjfaDL._AC_UL320_.jpg,Amazon
RT0118,Furniture Product,Furniture,5064.47,24,3849.0,3.0,3396,0.08,True,https://www.amazon.in/GOYALSON-Revolving-Director-Principal-Cushioned/dp/B0CPCSFT6M/ref=sr_1_30?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-30,https://m.media-amazon.com/images/I/61ohnYJIXnL._AC_UL320_.jpg,Amazon
RT0119,Furniture Product,Furniture,8392.55,6,7889.0,4.0,4939,0.08,True,https://www.amazon.in/Green-Soul-Vienna-Revolving-Office/dp/B07YGSX858/ref=sr_1_31?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-31,https://m.media-amazon.com/images/I/61+24q7p-vL._AC_UL320_.jpg,Amazon
RT0120,Furniture Product,Furniture,4968.06,28,3577.0,4.2,1685,0.08,True,https://www.amazon.in/beAAtho%C2%AE-Mesh-Ergonomic-Adjustable-Mechanism/dp/B09HNTMPRK/ref=sr_1_32?dib=eyJ2IjoiMSJ9.94KbboAIEhLlsrAFzBlIGFOV6tfWfafVemjhMePzND2EG-LiwsGf3d_H_rGrdGViRhITx7KCm2MrjwWEaOd3vzjuCG7CIo7HlhEuyWpLXrAUgwl9PK4ZXYGNXayI-2mRUC4PIcSda1EeyJ3vtw1gADDa030slh8sEfyq0Rk_aQF4SPsYVQ0efjFpesq38KGX6LmEh_bT8wf5EbSLqeFX-HQ7e-uwbq82wiarbPuK9CyAs65l_Ub_mcW7RCPGmwGYJWYVzljtYJxZ7ohrr4iu7BUnnnNVAccbB4_Ygk-MwCc.ycDNhoSFgz9hZ9k7_K4J5HJoQPvV0x1D_HGXO7M1N38&dib_tag=se&keywords=office+chair&qid=1773289744&sr=8-32,https://m.media-amazon.com/images/I/8137ZLOJ-1L._AC_UL320_.jpg,Amazon
